plateId,plate,cell,species,vintage,winery,vineyard,fermRep,hour,timepoint,isolate,isolateId,C3.1,C3.2,C5.1,C5.2,C8.1,C8.2,C4.1,C4.2,O91.1,O91.2,AT4.1,AT4.2,SCAAT3.1,SCAAT3.2,OO9.1,OO9.2
P39E09,P39,E09,Sc,2014,OCP,WIN,1,Late,L,5,2014OCP01_Late_05,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P41E09,P41,E09,Sc,2014,OCP,WIN,3,Late,L,5,2014OCP03_Late_05,127,127,120,120,146,146,263,263,254,254,277,277,500,500,420,420
P42F09,P42,F09,Sc,2014,OCP,WIN,4,Late,L,6,2014OCP04_Late_06,115,121,124,132,139,146,264,310,268,316,276,289,388,483,423,434
P43F09,P43,F09,Sc,2014,OCP,WIN,5,Late,L,6,2014OCP05_Late_06,115,121,124,132,139,146,264,310,268,316,276,289,388,483,423,434
P44F09,P44,F09,Sc,2014,OCP,WIN,6,Late,L,6,2014OCP06_Late_06,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
P39F09,P39,F09,Sc,2014,OCP,WIN,1,Late,L,6,2014OCP01_Late_06,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P41F09,P41,F09,Sc,2014,OCP,WIN,3,Late,L,6,2014OCP03_Late_06,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P42G09,P42,G09,Sc,2014,OCP,WIN,4,Late,L,7,2014OCP04_Late_07,115,121,124,132,139,146,310,310,268,268,276,289,388,388,423,434
P44G09,P44,G09,Sc,2014,OCP,WIN,6,Late,L,7,2014OCP06_Late_07,115,121,124,132,139,146,310,310,268,316,276,289,388,483,423,434
P39G09,P39,G09,Sc,2014,OCP,WIN,1,Late,L,7,2014OCP01_Late_07,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P40G09,P40,G09,Sc,2014,OCP,WIN,2,Late,L,7,2014OCP02_Late_07,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P41H09,P41,H09,Sc,2014,OCP,WIN,3,Late,L,8,2014OCP03_Late_08,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P44H09,P44,H09,Sc,2014,OCP,WIN,6,Late,L,8,2014OCP06_Late_08,115,121,124,132,139,146,307,310,268,316,276,289,388,483,423,434
P40H09,P40,H09,Sc,2014,OCP,WIN,2,Late,L,8,2014OCP02_Late_08,118,118,137,137,146,149,253,258,323,323,293,293,394,394,452,452
P42H09,P42,H09,Sc,2014,OCP,WIN,4,Late,L,8,2014OCP04_Late_08,121,135,157,157,146,149,256,258,244,250,275,295,403,403,423,452
P44A10,P44,A10,Sc,2014,OCP,WIN,6,Late,L,9,2014OCP06_Late_09,115,121,124,132,139,146,310,310,268,316,276,289,388,483,423,434
P42A10,P42,A10,Sc,2014,OCP,WIN,4,Late,L,9,2014OCP04_Late_09,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
P39A10,P39,A10,Sc,2014,OCP,WIN,1,Late,L,9,2014OCP01_Late_09,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P40A10,P40,A10,Sc,2014,OCP,WIN,2,Late,L,9,2014OCP02_Late_09,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P41A10,P41,A10,Sc,2014,OCP,WIN,3,Late,L,9,2014OCP03_Late_09,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P39B10,P39,B10,Sc,2014,OCP,WIN,1,Late,L,10,2014OCP01_Late_10,115,115,124,132,139,146,310,310,268,316,276,289,388,388,423,434
P40B10,P40,B10,Sc,2014,OCP,WIN,2,Late,L,10,2014OCP02_Late_10,115,115,124,132,139,146,310,310,268,316,276,289,388,388,423,434
P44B10,P44,B10,Sc,2014,OCP,WIN,6,Late,L,10,2014OCP06_Late_10,115,121,124,132,139,146,310,313,268,320,276,289,388,483,423,434
P42B10,P42,B10,Sc,2014,OCP,WIN,4,Late,L,10,2014OCP04_Late_10,121,124,137,166,146,146,250,250,280,280,293,293,425,425,420,420
P41B10,P41,B10,Sc,2014,OCP,WIN,3,Late,L,10,2014OCP03_Late_10,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P41C10,P41,C10,Sc,2014,OCP,WIN,3,Late,L,11,2014OCP03_Late_11,115,121,124,132,139,146,264,310,268,316,276,289,388,388,423,434
P44C10,P44,C10,Sc,2014,OCP,WIN,6,Late,L,11,2014OCP06_Late_11,115,121,124,132,139,146,310,310,268,316,276,289,388,483,423,434
P42C10,P42,C10,Sc,2014,OCP,WIN,4,Late,L,11,2014OCP04_Late_11,121,121,151,163,146,149,261,261,301,301,293,293,380,403,420,452
P39C10,P39,C10,Sc,2014,OCP,WIN,1,Late,L,11,2014OCP01_Late_11,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P40C10,P40,C10,Sc,2014,OCP,WIN,2,Late,L,11,2014OCP02_Late_11,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P44D10,P44,D10,Sc,2014,OCP,WIN,6,Late,L,12,2014OCP06_Late_12,115,115,124,132,139,146,310,310,268,316,276,289,388,388,423,434
P42D10,P42,D10,Sc,2014,OCP,WIN,4,Late,L,12,2014OCP04_Late_12,121,121,151,163,146,149,261,261,301,301,293,293,380,403,420,452
P39D10,P39,D10,Sc,2014,OCP,WIN,1,Late,L,12,2014OCP01_Late_12,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P40D10,P40,D10,Sc,2014,OCP,WIN,2,Late,L,12,2014OCP02_Late_12,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P41D10,P41,D10,Sc,2014,OCP,WIN,3,Late,L,12,2014OCP03_Late_12,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P42E10,P42,E10,Sc,2014,OCP,WIN,4,Late,L,13,2014OCP04_Late_13,115,115,124,132,139,146,264,310,268,268,276,289,388,483,423,434
P44E10,P44,E10,Sc,2014,OCP,WIN,6,Late,L,13,2014OCP06_Late_13,115,121,124,132,139,146,310,310,268,316,289,289,388,483,423,434
P39E10,P39,E10,Sc,2014,OCP,WIN,1,Late,L,13,2014OCP01_Late_13,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P40E10,P40,E10,Sc,2014,OCP,WIN,2,Late,L,13,2014OCP02_Late_13,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P41E10,P41,E10,Sc,2014,OCP,WIN,3,Late,L,13,2014OCP03_Late_13,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P42F10,P42,F10,Sc,2014,OCP,WIN,4,Late,L,14,2014OCP04_Late_14,115,121,124,132,139,146,264,310,268,316,276,289,388,388,423,434
P44F10,P44,F10,Sc,2014,OCP,WIN,6,Late,L,14,2014OCP06_Late_14,115,121,124,132,139,146,310,310,268,316,276,289,388,483,423,434
P39F10,P39,F10,Sc,2014,OCP,WIN,1,Late,L,14,2014OCP01_Late_14,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P41F10,P41,F10,Sc,2014,OCP,WIN,3,Late,L,14,2014OCP03_Late_14,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P42G10,P42,G10,Sc,2014,OCP,WIN,4,Late,L,15,2014OCP04_Late_15,115,115,124,132,139,146,310,310,268,316,276,289,388,483,423,434
P44G10,P44,G10,Sc,2014,OCP,WIN,6,Late,L,15,2014OCP06_Late_15,115,121,124,132,139,146,310,310,268,316,276,289,388,483,423,434
P39G10,P39,G10,Sc,2014,OCP,WIN,1,Late,L,15,2014OCP01_Late_15,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P40G10,P40,G10,Sc,2014,OCP,WIN,2,Late,L,15,2014OCP02_Late_15,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P41G10,P41,G10,Sc,2014,OCP,WIN,3,Late,L,15,2014OCP03_Late_15,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P44H10,P44,H10,Sc,2014,OCP,WIN,6,Late,L,16,2014OCP06_Late_16,115,121,124,132,139,146,310,310,268,320,276,289,388,483,423,434
P42H10,P42,H10,Sc,2014,OCP,WIN,4,Late,L,16,2014OCP04_Late_16,121,124,137,137,146,146,250,250,280,292,289,293,425,425,420,446
P40H10,P40,H10,Sc,2014,OCP,WIN,2,Late,L,16,2014OCP02_Late_16,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P41H10,P41,H10,Sc,2014,OCP,WIN,3,Late,L,16,2014OCP03_Late_16,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P39A11,P39,A11,Sc,2014,OCP,WIN,1,Late,L,17,2014OCP01_Late_17,115,121,124,132,139,146,264,310,268,316,276,289,388,388,423,434
P42A11,P42,A11,Sc,2014,OCP,WIN,4,Late,L,17,2014OCP04_Late_17,115,121,124,132,139,146,264,310,268,316,276,289,388,388,423,434
P44A11,P44,A11,Sc,2014,OCP,WIN,6,Late,L,17,2014OCP06_Late_17,115,121,124,132,139,146,310,310,268,316,276,289,388,483,423,434
P40A11,P40,A11,Sc,2014,OCP,WIN,2,Late,L,17,2014OCP02_Late_17,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P40B11,P40,B11,Sc,2014,OCP,WIN,2,Late,L,18,2014OCP02_Late_18,115,121,124,132,139,146,310,310,268,320,276,289,388,388,423,434
P41B11,P41,B11,Sc,2014,OCP,WIN,3,Late,L,18,2014OCP03_Late_18,115,121,124,132,139,146,264,310,268,320,276,289,388,388,423,434
P44B11,P44,B11,Sc,2014,OCP,WIN,6,Late,L,18,2014OCP06_Late_18,115,121,124,132,139,146,310,310,268,316,276,289,388,483,423,434
P42B11,P42,B11,Sc,2014,OCP,WIN,4,Late,L,18,2014OCP04_Late_18,121,121,151,163,146,149,261,261,301,301,293,293,380,403,420,452
P39B11,P39,B11,Sc,2014,OCP,WIN,1,Late,L,18,2014OCP01_Late_18,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P42C11,P42,C11,Sc,2014,OCP,WIN,4,Late,L,19,2014OCP04_Late_19,115,121,124,132,139,146,264,310,268,316,276,289,388,483,423,434
P44C11,P44,C11,Sc,2014,OCP,WIN,6,Late,L,19,2014OCP06_Late_19,115,115,124,132,139,146,310,310,268,316,276,289,388,483,423,434
P39C11,P39,C11,Sc,2014,OCP,WIN,1,Late,L,19,2014OCP01_Late_19,124,124,159,161,149,149,253,253,254,254,277,277,380,380,420,420
P40C11,P40,C11,Sc,2014,OCP,WIN,2,Late,L,19,2014OCP02_Late_19,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P41C11,P41,C11,Sc,2014,OCP,WIN,3,Late,L,19,2014OCP03_Late_19,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P42D11,P42,D11,Sc,2014,OCP,WIN,4,Late,L,20,2014OCP04_Late_20,115,121,124,132,139,146,264,310,268,320,276,289,388,483,423,434
P44D11,P44,D11,Sc,2014,OCP,WIN,6,Late,L,20,2014OCP06_Late_20,115,115,124,132,139,146,310,310,268,316,276,289,388,483,423,434
P39D11,P39,D11,Sc,2014,OCP,WIN,1,Late,L,20,2014OCP01_Late_20,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P40D11,P40,D11,Sc,2014,OCP,WIN,2,Late,L,20,2014OCP02_Late_20,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P41D11,P41,D11,Sc,2014,OCP,WIN,3,Late,L,20,2014OCP03_Late_20,124,124,159,159,149,149,253,256,254,254,277,277,380,380,420,420
P44E11,P44,E11,Sc,2014,OCP,WIN,6,Late,L,21,2014OCP06_Late_21,115,121,124,132,139,146,307,310,268,316,276,289,388,483,423,434
P42E11,P42,E11,Sc,2014,OCP,WIN,4,Late,L,21,2014OCP04_Late_21,121,124,137,137,146,146,250,250,280,292,289,293,425,425,420,446
P40E11,P40,E11,Sc,2014,OCP,WIN,2,Late,L,21,2014OCP02_Late_21,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P41E11,P41,E11,Sc,2014,OCP,WIN,3,Late,L,21,2014OCP03_Late_21,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P44F11,P44,F11,Sc,2014,OCP,WIN,6,Late,L,22,2014OCP06_Late_22,115,121,124,132,139,146,310,310,268,316,276,289,388,483,423,434
P40F11,P40,F11,Sc,2014,OCP,WIN,2,Late,L,22,2014OCP02_Late_22,121,124,137,137,146,146,250,250,280,292,289,293,425,425,420,446
P42F11,P42,F11,Sc,2014,OCP,WIN,4,Late,L,22,2014OCP04_Late_22,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
P39F11,P39,F11,Sc,2014,OCP,WIN,1,Late,L,22,2014OCP01_Late_22,124,124,159,159,149,149,253,253,254,254,277,277,380,383,420,420
P41F11,P41,F11,Sc,2014,OCP,WIN,3,Late,L,22,2014OCP03_Late_22,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P42G11,P42,G11,Sc,2014,OCP,WIN,4,Late,L,23,2014OCP04_Late_23,115,121,124,132,139,146,310,310,268,268,276,289,388,388,423,434
P44G11,P44,G11,Sc,2014,OCP,WIN,6,Late,L,23,2014OCP06_Late_23,121,124,137,137,146,146,250,250,280,292,289,293,425,425,420,446
P39G11,P39,G11,Sc,2014,OCP,WIN,1,Late,L,23,2014OCP01_Late_23,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P40G11,P40,G11,Sc,2014,OCP,WIN,2,Late,L,23,2014OCP02_Late_23,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P41G11,P41,G11,Sc,2014,OCP,WIN,3,Late,L,23,2014OCP03_Late_23,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P42H11,P42,H11,Sc,2014,OCP,WIN,4,Late,L,24,2014OCP04_Late_24,115,115,124,132,139,146,264,310,268,316,276,289,388,483,423,434
P44H11,P44,H11,Sc,2014,OCP,WIN,6,Late,L,24,2014OCP06_Late_24,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
P39H11,P39,H11,Sc,2014,OCP,WIN,1,Late,L,24,2014OCP01_Late_24,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P40H11,P40,H11,Sc,2014,OCP,WIN,2,Late,L,24,2014OCP02_Late_24,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P41H11,P41,H11,Sc,2014,OCP,WIN,3,Late,L,24,2014OCP03_Late_24,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P40A12,P40,A12,Sc,2014,OCP,WIN,2,Late,L,25,2014OCP02_Late_25,115,115,124,132,139,146,264,310,268,316,276,289,388,388,423,434
P42A12,P42,A12,Sc,2014,OCP,WIN,4,Late,L,25,2014OCP04_Late_25,115,121,124,132,139,146,264,310,268,316,276,289,388,483,423,434
P44A12,P44,A12,Sc,2014,OCP,WIN,6,Late,L,25,2014OCP06_Late_25,115,121,124,132,139,146,310,310,268,316,276,289,388,483,423,434
P39A12,P39,A12,Sc,2014,OCP,WIN,1,Late,L,25,2014OCP01_Late_25,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P44B12,P44,B12,Sc,2014,OCP,WIN,6,Late,L,26,2014OCP06_Late_26,115,121,124,132,139,146,310,310,268,316,276,289,388,483,423,434
P42B12,P42,B12,Sc,2014,OCP,WIN,4,Late,L,26,2014OCP04_Late_26,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
P39B12,P39,B12,Sc,2014,OCP,WIN,1,Late,L,26,2014OCP01_Late_26,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P40B12,P40,B12,Sc,2014,OCP,WIN,2,Late,L,26,2014OCP02_Late_26,124,124,159,159,149,149,253,253,254,254,277,277,0,0,420,420
P42C12,P42,C12,Sc,2014,OCP,WIN,4,Late,L,27,2014OCP04_Late_27,115,121,124,132,139,146,264,310,268,320,276,289,388,483,423,434
P44C12,P44,C12,Sc,2014,OCP,WIN,6,Late,L,27,2014OCP06_Late_27,115,121,124,132,139,146,310,310,268,316,289,289,388,483,423,434
P39C12,P39,C12,Sc,2014,OCP,WIN,1,Late,L,27,2014OCP01_Late_27,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P40C12,P40,C12,Sc,2014,OCP,WIN,2,Late,L,27,2014OCP02_Late_27,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P42D12,P42,D12,Sc,2014,OCP,WIN,4,Late,L,28,2014OCP04_Late_28,115,115,124,132,139,146,264,310,268,316,276,289,388,483,423,434
P44D12,P44,D12,Sc,2014,OCP,WIN,6,Late,L,28,2014OCP06_Late_28,115,121,124,132,139,146,264,310,268,316,276,289,388,483,423,434
P39D12,P39,D12,Sc,2014,OCP,WIN,1,Late,L,28,2014OCP01_Late_28,121,124,137,137,146,146,250,250,280,280,289,293,425,425,420,446
P40D12,P40,D12,Sc,2014,OCP,WIN,2,Late,L,28,2014OCP02_Late_28,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P44E12,P44,E12,Sc,2014,OCP,WIN,6,Late,L,29,2014OCP06_Late_29,115,115,124,132,139,146,310,310,268,316,276,289,388,483,423,434
P42E12,P42,E12,Sc,2014,OCP,WIN,4,Late,L,29,2014OCP04_Late_29,121,121,151,163,146,149,261,261,301,301,293,293,380,403,420,452
P39E12,P39,E12,Sc,2014,OCP,WIN,1,Late,L,29,2014OCP01_Late_29,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P40E12,P40,E12,Sc,2014,OCP,WIN,2,Late,L,29,2014OCP02_Late_29,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P42F12,P42,F12,Sc,2014,OCP,WIN,4,Late,L,30,2014OCP04_Late_30,115,121,124,132,139,146,264,310,268,316,276,289,388,483,423,434
P39F12,P39,F12,Sc,2014,OCP,WIN,1,Late,L,30,2014OCP01_Late_30,121,121,151,163,146,149,261,261,0,0,293,293,380,403,420,452
P40F12,P40,F12,Sc,2014,OCP,WIN,2,Late,L,30,2014OCP02_Late_30,121,121,122,122,149,149,256,256,274,274,275,275,380,380,449,449
P44F12,P44,F12,Sc,2014,OCP,WIN,6,Late,L,30,2014OCP06_Late_30,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
P45A11,P45,A11,Sc,2014,OCP,WIN,6,Late,L,31,2014OCP06_Late_31,115,121,124,132,139,146,310,310,268,316,276,289,388,483,423,434
P45G10,P45,G10,Sc,2014,OCP,WIN,5,Late,L,31,2014OCP05_Late_31,115,121,124,132,139,146,310,310,268,320,276,289,388,483,423,434
P45A10,P45,A10,Sc,2014,OCP,WIN,4,Late,L,31,2014OCP04_Late_31,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
P45C10,P45,C10,Sc,2014,OCP,WIN,1,Late,L,31,2014OCP01_Late_31,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P45E10,P45,E10,Sc,2014,OCP,WIN,2,Late,L,31,2014OCP02_Late_31,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P45G09,P45,G09,Sc,2014,OCP,WIN,3,Late,L,31,2014OCP03_Late_31,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P45B11,P45,B11,Sc,2014,OCP,WIN,6,Late,L,32,2014OCP06_Late_32,115,115,124,132,139,146,310,310,268,316,276,289,388,483,423,434
P45H10,P45,H10,Sc,2014,OCP,WIN,5,Late,L,32,2014OCP05_Late_32,115,121,124,132,139,146,310,310,268,268,276,289,388,483,423,434
P45B10,P45,B10,Sc,2014,OCP,WIN,4,Late,L,32,2014OCP04_Late_32,121,124,137,137,146,146,250,250,280,292,289,293,425,425,420,446
P45D10,P45,D10,Sc,2014,OCP,WIN,1,Late,L,32,2014OCP01_Late_32,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P45F10,P45,F10,Sc,2014,OCP,WIN,2,Late,L,32,2014OCP02_Late_32,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P45H09,P45,H09,Sc,2014,OCP,WIN,3,Late,L,32,2014OCP03_Late_32,124,124,159,159,149,149,253,253,254,254,276,276,380,380,420,420
P42A05,P42,A05,Sc,2014,OCP,WIN,4,Mid,M,1,2014OCP04_Mid_01,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
P39A05,P39,A05,Sc,2014,OCP,WIN,1,Mid,M,1,2014OCP01_Mid_01,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P40A05,P40,A05,Sc,2014,OCP,WIN,2,Mid,M,1,2014OCP02_Mid_01,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P41A05,P41,A05,Sc,2014,OCP,WIN,3,Mid,M,1,2014OCP03_Mid_01,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P39B05,P39,B05,Sc,2014,OCP,WIN,1,Mid,M,2,2014OCP01_Mid_02,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P41B05,P41,B05,Sc,2014,OCP,WIN,3,Mid,M,2,2014OCP03_Mid_02,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P42C05,P42,C05,Sc,2014,OCP,WIN,4,Mid,M,3,2014OCP04_Mid_03,115,115,124,132,139,146,310,310,268,316,276,289,388,483,423,434
P39C05,P39,C05,Sc,2014,OCP,WIN,1,Mid,M,3,2014OCP01_Mid_03,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P40C05,P40,C05,Sc,2014,OCP,WIN,2,Mid,M,3,2014OCP02_Mid_03,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P41C05,P41,C05,Sc,2014,OCP,WIN,3,Mid,M,3,2014OCP03_Mid_03,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P42D05,P42,D05,Sc,2014,OCP,WIN,4,Mid,M,4,2014OCP04_Mid_04,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
P39D05,P39,D05,Sc,2014,OCP,WIN,1,Mid,M,4,2014OCP01_Mid_04,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P40D05,P40,D05,Sc,2014,OCP,WIN,2,Mid,M,4,2014OCP02_Mid_04,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,428
P41D05,P41,D05,Sc,2014,OCP,WIN,3,Mid,M,4,2014OCP03_Mid_04,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P39E05,P39,E05,Sc,2014,OCP,WIN,1,Mid,M,5,2014OCP01_Mid_05,121,124,137,137,146,146,250,250,280,292,289,293,425,425,420,446
P42E05,P42,E05,Sc,2014,OCP,WIN,4,Mid,M,5,2014OCP04_Mid_05,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
P43E05,P43,E05,Sc,2014,OCP,WIN,5,Mid,M,5,2014OCP05_Mid_05,121,121,151,163,146,149,261,261,252,274,293,293,380,403,420,452
P40E05,P40,E05,Sc,2014,OCP,WIN,2,Mid,M,5,2014OCP02_Mid_05,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P41E05,P41,E05,Sc,2014,OCP,WIN,3,Mid,M,5,2014OCP03_Mid_05,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P43F05,P43,F05,Sc,2014,OCP,WIN,5,Mid,M,6,2014OCP05_Mid_06,115,121,124,132,139,146,264,310,268,268,276,289,388,388,423,434
P44F05,P44,F05,Sc,2014,OCP,WIN,6,Mid,M,6,2014OCP06_Mid_06,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
P39F05,P39,F05,Sc,2014,OCP,WIN,1,Mid,M,6,2014OCP01_Mid_06,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P40F05,P40,F05,Sc,2014,OCP,WIN,2,Mid,M,6,2014OCP02_Mid_06,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P41F05,P41,F05,Sc,2014,OCP,WIN,3,Mid,M,6,2014OCP03_Mid_06,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P40G05,P40,G05,Sc,2014,OCP,WIN,2,Mid,M,7,2014OCP02_Mid_07,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P41G05,P41,G05,Sc,2014,OCP,WIN,3,Mid,M,7,2014OCP03_Mid_07,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P42H05,P42,H05,Sc,2014,OCP,WIN,4,Mid,M,8,2014OCP04_Mid_08,115,115,124,132,139,146,264,310,268,316,276,289,388,483,423,434
P39H05,P39,H05,Sc,2014,OCP,WIN,1,Mid,M,8,2014OCP01_Mid_08,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P41H05,P41,H05,Sc,2014,OCP,WIN,3,Mid,M,8,2014OCP03_Mid_08,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P43A06,P43,A06,Sc,2014,OCP,WIN,5,Mid,M,9,2014OCP05_Mid_09,115,115,124,132,139,146,264,310,268,316,276,289,388,388,423,434
P42A06,P42,A06,Sc,2014,OCP,WIN,4,Mid,M,9,2014OCP04_Mid_09,121,124,137,137,146,146,250,250,280,292,289,293,425,425,420,446
P39A06,P39,A06,Sc,2014,OCP,WIN,1,Mid,M,9,2014OCP01_Mid_09,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P40A06,P40,A06,Sc,2014,OCP,WIN,2,Mid,M,9,2014OCP02_Mid_09,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P41A06,P41,A06,Sc,2014,OCP,WIN,3,Mid,M,9,2014OCP03_Mid_09,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P39B06,P39,B06,Sc,2014,OCP,WIN,1,Mid,M,10,2014OCP01_Mid_10,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P40B06,P40,B06,Sc,2014,OCP,WIN,2,Mid,M,10,2014OCP02_Mid_10,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P41B06,P41,B06,Sc,2014,OCP,WIN,3,Mid,M,10,2014OCP03_Mid_10,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P44B06,P44,B06,Sc,2014,OCP,WIN,6,Mid,M,10,2014OCP06_Mid_10,124,124,151,151,146,146,260,260,259,259,293,293,382,382,452,452
P42C06,P42,C06,Sc,2014,OCP,WIN,4,Mid,M,11,2014OCP04_Mid_11,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
P40C06,P40,C06,Sc,2014,OCP,WIN,2,Mid,M,11,2014OCP02_Mid_11,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P41C06,P41,C06,Sc,2014,OCP,WIN,3,Mid,M,11,2014OCP03_Mid_11,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P42D06,P42,D06,Sc,2014,OCP,WIN,4,Mid,M,12,2014OCP04_Mid_12,121,124,137,137,146,146,250,250,280,292,289,293,425,425,420,446
P43D06,P43,D06,Sc,2014,OCP,WIN,5,Mid,M,12,2014OCP05_Mid_12,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
P39D06,P39,D06,Sc,2014,OCP,WIN,1,Mid,M,12,2014OCP01_Mid_12,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P40D06,P40,D06,Sc,2014,OCP,WIN,2,Mid,M,12,2014OCP02_Mid_12,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
P41D06,P41,D06,Sc,2014,OCP,WIN,3,Mid,M,12,2014OCP03_Mid_12,124,124,159,161,149,149,253,253,254,254,277,277,380,380,420,420
P41E06,P41,E06,Sc,2014,OCP,WIN,3,Mid,M,13,2014OCP03_Mid_13,115,115,122,137,139,153,261,261,283,298,293,297,403,403,446,449
