plateId,plate,cell,species,vintage,winery,vineyard,fermRep,hour,timepoint,isolate,isolateId,C3.1,C3.2,C5.1,C5.2,C8.1,C8.2,C4.1,C4.2,O91.1,O91.2,AT4.1,AT4.2,SCAAT3.1,SCAAT3.2,OO9.1,OO9.2
P68E10,P68,E10,U,2015,OCP,WIN,1,Late,L,13,2015OCP01_Late_13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P68E11,P68,E11,U,2015,OCP,WIN,1,Late,L,21,2015OCP01_Late_21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P68E12,P68,E12,U,2015,OCP,WIN,1,Late,L,29,2015OCP01_Late_29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P68F09,P68,F09,U,2015,OCP,WIN,1,Late,L,6,2015OCP01_Late_06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P68F10,P68,F10,U,2015,OCP,WIN,1,Late,L,14,2015OCP01_Late_14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P68F11,P68,F11,U,2015,OCP,WIN,1,Late,L,22,2015OCP01_Late_22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P68F12,P68,F12,U,2015,OCP,WIN,1,Late,L,30,2015OCP01_Late_30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P68G09,P68,G09,U,2015,OCP,WIN,1,Late,L,7,2015OCP01_Late_07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P68G10,P68,G10,U,2015,OCP,WIN,1,Late,L,15,2015OCP01_Late_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P68G11,P68,G11,U,2015,OCP,WIN,1,Late,L,23,2015OCP01_Late_23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P68H09,P68,H09,U,2015,OCP,WIN,1,Late,L,8,2015OCP01_Late_08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P68H10,P68,H10,U,2015,OCP,WIN,1,Late,L,16,2015OCP01_Late_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P68H11,P68,H11,U,2015,OCP,WIN,1,Late,L,24,2015OCP01_Late_24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69A09,P69,A09,U,2015,OCP,WIN,2,Late,L,1,2015OCP02_Late_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69A10,P69,A10,U,2015,OCP,WIN,2,Late,L,9,2015OCP02_Late_09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69A11,P69,A11,U,2015,OCP,WIN,2,Late,L,17,2015OCP02_Late_17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69A12,P69,A12,U,2015,OCP,WIN,2,Late,L,25,2015OCP02_Late_25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69B09,P69,B09,U,2015,OCP,WIN,2,Late,L,2,2015OCP02_Late_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69B10,P69,B10,U,2015,OCP,WIN,2,Late,L,10,2015OCP02_Late_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69B11,P69,B11,U,2015,OCP,WIN,2,Late,L,18,2015OCP02_Late_18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69B12,P69,B12,U,2015,OCP,WIN,2,Late,L,26,2015OCP02_Late_26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69C09,P69,C09,U,2015,OCP,WIN,2,Late,L,3,2015OCP02_Late_03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69C10,P69,C10,U,2015,OCP,WIN,2,Late,L,11,2015OCP02_Late_11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69C11,P69,C11,U,2015,OCP,WIN,2,Late,L,19,2015OCP02_Late_19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69C12,P69,C12,U,2015,OCP,WIN,2,Late,L,27,2015OCP02_Late_27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69D09,P69,D09,U,2015,OCP,WIN,2,Late,L,4,2015OCP02_Late_04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69D10,P69,D10,U,2015,OCP,WIN,2,Late,L,12,2015OCP02_Late_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69D11,P69,D11,U,2015,OCP,WIN,2,Late,L,20,2015OCP02_Late_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69D12,P69,D12,U,2015,OCP,WIN,2,Late,L,28,2015OCP02_Late_28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69E09,P69,E09,U,2015,OCP,WIN,2,Late,L,5,2015OCP02_Late_05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69E10,P69,E10,U,2015,OCP,WIN,2,Late,L,13,2015OCP02_Late_13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69E11,P69,E11,U,2015,OCP,WIN,2,Late,L,21,2015OCP02_Late_21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69E12,P69,E12,U,2015,OCP,WIN,2,Late,L,29,2015OCP02_Late_29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69F09,P69,F09,U,2015,OCP,WIN,2,Late,L,6,2015OCP02_Late_06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69F10,P69,F10,U,2015,OCP,WIN,2,Late,L,14,2015OCP02_Late_14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69F11,P69,F11,U,2015,OCP,WIN,2,Late,L,22,2015OCP02_Late_22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69F12,P69,F12,U,2015,OCP,WIN,2,Late,L,30,2015OCP02_Late_30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69G09,P69,G09,U,2015,OCP,WIN,2,Late,L,7,2015OCP02_Late_07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69G10,P69,G10,U,2015,OCP,WIN,2,Late,L,15,2015OCP02_Late_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69G11,P69,G11,U,2015,OCP,WIN,2,Late,L,23,2015OCP02_Late_23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69H09,P69,H09,U,2015,OCP,WIN,2,Late,L,8,2015OCP02_Late_08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69H10,P69,H10,U,2015,OCP,WIN,2,Late,L,16,2015OCP02_Late_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P69H11,P69,H11,U,2015,OCP,WIN,2,Late,L,24,2015OCP02_Late_24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70A09,P70,A09,U,2015,OCP,WIN,3,Late,L,1,2015OCP03_Late_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70A10,P70,A10,U,2015,OCP,WIN,3,Late,L,9,2015OCP03_Late_09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70A11,P70,A11,U,2015,OCP,WIN,3,Late,L,17,2015OCP03_Late_17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70A12,P70,A12,U,2015,OCP,WIN,3,Late,L,25,2015OCP03_Late_25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70B09,P70,B09,U,2015,OCP,WIN,3,Late,L,2,2015OCP03_Late_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70B10,P70,B10,U,2015,OCP,WIN,3,Late,L,10,2015OCP03_Late_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70B11,P70,B11,U,2015,OCP,WIN,3,Late,L,18,2015OCP03_Late_18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70B12,P70,B12,U,2015,OCP,WIN,3,Late,L,26,2015OCP03_Late_26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70C09,P70,C09,U,2015,OCP,WIN,3,Late,L,3,2015OCP03_Late_03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70C10,P70,C10,U,2015,OCP,WIN,3,Late,L,11,2015OCP03_Late_11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70C11,P70,C11,U,2015,OCP,WIN,3,Late,L,19,2015OCP03_Late_19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70C12,P70,C12,U,2015,OCP,WIN,3,Late,L,27,2015OCP03_Late_27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70D09,P70,D09,U,2015,OCP,WIN,3,Late,L,4,2015OCP03_Late_04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70D10,P70,D10,U,2015,OCP,WIN,3,Late,L,12,2015OCP03_Late_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70D11,P70,D11,U,2015,OCP,WIN,3,Late,L,20,2015OCP03_Late_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70D12,P70,D12,U,2015,OCP,WIN,3,Late,L,28,2015OCP03_Late_28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70E09,P70,E09,U,2015,OCP,WIN,3,Late,L,5,2015OCP03_Late_05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70E10,P70,E10,U,2015,OCP,WIN,3,Late,L,13,2015OCP03_Late_13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70E11,P70,E11,U,2015,OCP,WIN,3,Late,L,21,2015OCP03_Late_21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70E12,P70,E12,U,2015,OCP,WIN,3,Late,L,29,2015OCP03_Late_29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70F09,P70,F09,U,2015,OCP,WIN,3,Late,L,6,2015OCP03_Late_06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70F10,P70,F10,U,2015,OCP,WIN,3,Late,L,14,2015OCP03_Late_14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70F11,P70,F11,U,2015,OCP,WIN,3,Late,L,22,2015OCP03_Late_22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70F12,P70,F12,U,2015,OCP,WIN,3,Late,L,30,2015OCP03_Late_30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70G09,P70,G09,U,2015,OCP,WIN,3,Late,L,7,2015OCP03_Late_07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70G10,P70,G10,U,2015,OCP,WIN,3,Late,L,15,2015OCP03_Late_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70G11,P70,G11,U,2015,OCP,WIN,3,Late,L,23,2015OCP03_Late_23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70H09,P70,H09,U,2015,OCP,WIN,3,Late,L,8,2015OCP03_Late_08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70H10,P70,H10,U,2015,OCP,WIN,3,Late,L,16,2015OCP03_Late_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P70H11,P70,H11,U,2015,OCP,WIN,3,Late,L,24,2015OCP03_Late_24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71A05,P71,A05,U,2015,OCP,WIN,4,Late,L,1,2015OCP04_Late_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71A06,P71,A06,U,2015,OCP,WIN,4,Late,L,9,2015OCP04_Late_09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71A07,P71,A07,U,2015,OCP,WIN,4,Late,L,17,2015OCP04_Late_17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71A08,P71,A08,U,2015,OCP,WIN,4,Late,L,25,2015OCP04_Late_25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71B05,P71,B05,U,2015,OCP,WIN,4,Late,L,2,2015OCP04_Late_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71B06,P71,B06,U,2015,OCP,WIN,4,Late,L,10,2015OCP04_Late_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71B07,P71,B07,U,2015,OCP,WIN,4,Late,L,18,2015OCP04_Late_18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71B08,P71,B08,U,2015,OCP,WIN,4,Late,L,26,2015OCP04_Late_26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71C05,P71,C05,U,2015,OCP,WIN,4,Late,L,3,2015OCP04_Late_03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71C06,P71,C06,U,2015,OCP,WIN,4,Late,L,11,2015OCP04_Late_11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71C07,P71,C07,U,2015,OCP,WIN,4,Late,L,19,2015OCP04_Late_19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71C08,P71,C08,U,2015,OCP,WIN,4,Late,L,27,2015OCP04_Late_27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71D05,P71,D05,U,2015,OCP,WIN,4,Late,L,4,2015OCP04_Late_04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71D06,P71,D06,U,2015,OCP,WIN,4,Late,L,12,2015OCP04_Late_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71D07,P71,D07,U,2015,OCP,WIN,4,Late,L,20,2015OCP04_Late_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71D08,P71,D08,U,2015,OCP,WIN,4,Late,L,28,2015OCP04_Late_28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71E05,P71,E05,U,2015,OCP,WIN,4,Late,L,5,2015OCP04_Late_05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71E06,P71,E06,U,2015,OCP,WIN,4,Late,L,13,2015OCP04_Late_13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71E07,P71,E07,U,2015,OCP,WIN,4,Late,L,21,2015OCP04_Late_21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71E08,P71,E08,U,2015,OCP,WIN,4,Late,L,29,2015OCP04_Late_29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71F05,P71,F05,U,2015,OCP,WIN,4,Late,L,6,2015OCP04_Late_06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71F06,P71,F06,U,2015,OCP,WIN,4,Late,L,14,2015OCP04_Late_14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71F07,P71,F07,U,2015,OCP,WIN,4,Late,L,22,2015OCP04_Late_22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71F08,P71,F08,U,2015,OCP,WIN,4,Late,L,30,2015OCP04_Late_30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71G05,P71,G05,U,2015,OCP,WIN,4,Late,L,7,2015OCP04_Late_07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71G06,P71,G06,U,2015,OCP,WIN,4,Late,L,15,2015OCP04_Late_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71G07,P71,G07,U,2015,OCP,WIN,4,Late,L,23,2015OCP04_Late_23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71G08,P71,G08,U,2015,OCP,WIN,4,Late,L,31,2015OCP04_Late_31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71H05,P71,H05,U,2015,OCP,WIN,4,Late,L,8,2015OCP04_Late_08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71H06,P71,H06,U,2015,OCP,WIN,4,Late,L,16,2015OCP04_Late_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71H07,P71,H07,U,2015,OCP,WIN,4,Late,L,24,2015OCP04_Late_24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P71H08,P71,H08,U,2015,OCP,WIN,4,Late,L,32,2015OCP04_Late_32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72A01,P72,A01,U,2015,OCP,WIN,5,Late,L,1,2015OCP05_Late_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72A02,P72,A02,U,2015,OCP,WIN,5,Late,L,9,2015OCP05_Late_09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72A03,P72,A03,U,2015,OCP,WIN,5,Late,L,17,2015OCP05_Late_17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72A04,P72,A04,U,2015,OCP,WIN,5,Late,L,25,2015OCP05_Late_25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72A09,P72,A09,U,2015,OCP,WIN,6,Late,L,1,2015OCP06_Late_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72A10,P72,A10,U,2015,OCP,WIN,6,Late,L,9,2015OCP06_Late_09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72A11,P72,A11,U,2015,OCP,WIN,6,Late,L,17,2015OCP06_Late_17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72A12,P72,A12,U,2015,OCP,WIN,6,Late,L,25,2015OCP06_Late_25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72B01,P72,B01,U,2015,OCP,WIN,5,Late,L,2,2015OCP05_Late_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72B02,P72,B02,U,2015,OCP,WIN,5,Late,L,10,2015OCP05_Late_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72B03,P72,B03,U,2015,OCP,WIN,5,Late,L,18,2015OCP05_Late_18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72B04,P72,B04,U,2015,OCP,WIN,5,Late,L,26,2015OCP05_Late_26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72B09,P72,B09,U,2015,OCP,WIN,6,Late,L,2,2015OCP06_Late_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72B10,P72,B10,U,2015,OCP,WIN,6,Late,L,10,2015OCP06_Late_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72B11,P72,B11,U,2015,OCP,WIN,6,Late,L,18,2015OCP06_Late_18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72B12,P72,B12,U,2015,OCP,WIN,6,Late,L,26,2015OCP06_Late_26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72C01,P72,C01,U,2015,OCP,WIN,5,Late,L,3,2015OCP05_Late_03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72C02,P72,C02,U,2015,OCP,WIN,5,Late,L,11,2015OCP05_Late_11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72C03,P72,C03,U,2015,OCP,WIN,5,Late,L,19,2015OCP05_Late_19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72C04,P72,C04,U,2015,OCP,WIN,5,Late,L,27,2015OCP05_Late_27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72C09,P72,C09,U,2015,OCP,WIN,6,Late,L,3,2015OCP06_Late_03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72C10,P72,C10,U,2015,OCP,WIN,6,Late,L,11,2015OCP06_Late_11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72C11,P72,C11,U,2015,OCP,WIN,6,Late,L,19,2015OCP06_Late_19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72C12,P72,C12,U,2015,OCP,WIN,6,Late,L,27,2015OCP06_Late_27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72D01,P72,D01,U,2015,OCP,WIN,5,Late,L,4,2015OCP05_Late_04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72D02,P72,D02,U,2015,OCP,WIN,5,Late,L,12,2015OCP05_Late_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72D03,P72,D03,U,2015,OCP,WIN,5,Late,L,20,2015OCP05_Late_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72D04,P72,D04,U,2015,OCP,WIN,5,Late,L,28,2015OCP05_Late_28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72D09,P72,D09,U,2015,OCP,WIN,6,Late,L,4,2015OCP06_Late_04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72D10,P72,D10,U,2015,OCP,WIN,6,Late,L,12,2015OCP06_Late_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72D11,P72,D11,U,2015,OCP,WIN,6,Late,L,20,2015OCP06_Late_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72D12,P72,D12,U,2015,OCP,WIN,6,Late,L,28,2015OCP06_Late_28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72E01,P72,E01,U,2015,OCP,WIN,5,Late,L,5,2015OCP05_Late_05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72E02,P72,E02,U,2015,OCP,WIN,5,Late,L,13,2015OCP05_Late_13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72E03,P72,E03,U,2015,OCP,WIN,5,Late,L,21,2015OCP05_Late_21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72E04,P72,E04,U,2015,OCP,WIN,5,Late,L,29,2015OCP05_Late_29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72E09,P72,E09,U,2015,OCP,WIN,6,Late,L,5,2015OCP06_Late_05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72E10,P72,E10,U,2015,OCP,WIN,6,Late,L,13,2015OCP06_Late_13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72E11,P72,E11,U,2015,OCP,WIN,6,Late,L,21,2015OCP06_Late_21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72E12,P72,E12,U,2015,OCP,WIN,6,Late,L,29,2015OCP06_Late_29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72F01,P72,F01,U,2015,OCP,WIN,5,Late,L,6,2015OCP05_Late_06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72F02,P72,F02,U,2015,OCP,WIN,5,Late,L,14,2015OCP05_Late_14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72F03,P72,F03,U,2015,OCP,WIN,5,Late,L,22,2015OCP05_Late_22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P72F04,P72,F04,U,2015,OCP,WIN,5,Late,L,30,2015OCP05_Late_30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
